"No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind"
29.8,75.2,36.4,26.4,39.9,13.7,3053,426,123,40.5,10.1,1,1
30.7,79.7,29.4,23.4,18.9,7.1,1059,1183,104,82.4,49.5,2,2
25,81.8,19.6,23.1,25.4,5.7,772,1632,125,11.7,23.5,2,1
23.1,83.1,23.7,23.8,18.3,5.7,765,1928,170,81.7,14.9,1,2
26.7,74.7,26.5,23.4,24.8,6.8,803,815,45,91,54.6,2,2
21.3,76.4,23,26.2,21.1,7.4,1768,3093,459,138.1,41.4,2,2
31.1,88,36,-1111.1,34.4,10.3,718,127,24,0,0,2,1
32.6,71.2,25.3,34.7,25.4,12.4,7393,11174,2505,88.4,63.5,2,2
30.3,-1111.1,19.4,25.6,-1111.1,6.3,6039,4787,1004,33.2,21.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,2634,2953,674,24.3,18.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1978,1200,345,7.7,7.7,1,1
28.5,63.3,28.2,31,28.5,8.7,10323,14887,2922,65.8,34.6,1,2
31.6,77.2,28.9,30.9,20.4,10.3,10696,10675,2642,72.8,32.6,1,2
-1111.1,-1111.1,22.8,32.4,-1111.1,17.1,6423,5766,2671,46.7,17.2,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.2,1820,1736,378,30,22.5,1,2
30.5,-1111.1,32.7,-1111.1,25.9,11.8,3705,5285,1271,51.5,27.5,2,2
40.9,65.7,29,32,28.3,12.1,7403,6992,2104,42.5,20.4,1,2
29.9,-1111.1,-1111.1,24.4,-1111.1,5.6,3722,3037,818,41.4,7.8,2,1
19.3,-1111.1,-1111.1,-1111.1,-1111.1,6,1931,1744,388,31.4,18.8,1,2
-1111.1,88.4,-1111.1,-1111.1,25,6.5,4867,4244,2048,45.1,16.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1413,894,322,25,25,1,2
28.2,-1111.1,-1111.1,-1111.1,26.6,12.4,5747,4725,1678,45.8,17.2,1,2
33.9,74.4,21.4,36.7,22.6,9.5,6406,7523,1500,80.6,49.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2488,2245,479,27.4,20.6,2,2
28.5,71.8,28.7,34.4,24.9,7.5,6427,10037,1600,77.9,23.4,1,2
27.9,69.6,23.4,27,22.4,7.5,67956,61686,12079,151.4,65.7,1,2
-1111.1,-1111.1,10.7,-1111.1,-1111.1,15.3,1710,1791,395,59.9,25.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.4,2607,2508,667,60.3,21.9,1,2
37.1,-1111.1,24.9,32.8,32.3,7.3,5292,5321,1177,61,30.5,2,2
33.1,76.5,29.4,38.9,32.8,9.9,4966,4866,1475,76.7,37,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.8,3848,2808,751,26.1,8.7,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.1,3254,2411,1093,40.8,5.8,1,1
35.8,78.4,24.6,37.1,36.3,5.1,4793,5605,1154,68.3,19.5,2,2
38.2,77.4,28.6,36.6,34.9,7.3,5725,8053,1789,62.3,35.3,2,2
36.3,-1111.1,-1111.1,29.9,27.1,8.7,3629,4164,943,61.4,27.3,2,1
-1111.1,-1111.1,16.4,-1111.1,-1111.1,4.4,2971,2854,1073,4.5,9,1,2
43.2,71.1,29.3,33.2,27.3,10.6,7814,9773,2868,73.5,27.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.5,2694,2023,739,27.4,20.5,1,1
41.6,71.4,25.9,32.3,26.6,13.3,7559,7484,2094,90.2,50.1,1,2
27.3,67.4,25.2,27,22,8.6,35600,42765,8304,129,59.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1232,836,296,29.8,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,20.5,12.9,3896,3448,1172,21.3,28.4,1,1
34.7,-1111.1,-1111.1,-1111.1,31.8,10,4117,3706,1052,42.4,30.9,1,2
42.1,70.3,18.3,27,24.6,10.1,6274,6961,2367,40.9,16,1,2
-1111.1,-1111.1,-1111.1,-1111.1,18.6,9.1,3553,2245,591,50.9,40.7,1,1
-1111.1,-1111.1,18.5,24.7,26.7,3.5,2882,3722,1052,34.1,22.7,2,1
39.2,-1111.1,34.4,28.5,22.9,10.6,4285,5522,1213,66.6,38.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.7,2979,2741,776,16.8,21,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1162,1261,283,25,25,2,1
-1111.1,-1111.1,14.2,-1111.1,-1111.1,11.1,2299,2750,532,32.9,11,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1815,1317,421,18.1,18.1,1,1
39.2,-1111.1,25.2,28.9,38.5,11.2,5713,7190,1893,43.4,24.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2594,2742,974,38.6,16.6,1,1
25.6,69.3,22.4,25.7,23.5,9,38623,48351,10476,142,52.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,980,963,282,26.4,13.2,1,2
38.5,-1111.1,-1111.1,-1111.1,-1111.1,7.1,3737,3268,1043,26.1,18.7,2,1
37.3,71.4,32.7,34.9,34.7,13.3,5012,6378,1561,43.8,19.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.5,1674,1356,390,26.2,26.2,2,1
39.4,75.6,31.7,34,31.3,8.4,3681,4880,830,61.7,21.6,2,2
27.5,72.8,25.6,26.7,25.9,13,4403,7518,1421,46.1,25.4,1,2
33.6,67.8,24.7,38.7,27.2,10.1,6558,6839,1818,72.1,33.1,2,2
-1111.1,76.1,20.6,24.1,28.1,7.9,3199,4230,1272,55.4,23.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.8,2965,2364,705,23.2,13.9,1,2
30.3,68.6,30.3,28.1,19.5,7.4,11841,10952,2708,144.3,57.9,2,2
38.8,-1111.1,27.8,-1111.1,25.6,13.7,3140,3360,1068,43.2,14.4,2,2
34.7,-1111.1,-1111.1,-1111.1,-1111.1,9,3020,3257,752,28.2,24.7,2,1
30.7,68,25.8,23.8,26.7,8,8490,8868,1883,77.3,36.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.6,1537,1395,498,17.2,8.6,1,1
34.5,73.3,-1111.1,28,32.5,9.1,5651,5248,1606,34.7,16.2,1,2
24.7,68.3,20,25.2,27.1,6.6,17192,10643,2376,56.4,42.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,596,491,78,16.6,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.4,2460,1941,816,14.9,14.9,1,1
41.9,69.8,27.5,37.2,29.6,4.3,4023,5149,1203,59,34.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.9,2750,2830,908,63.3,14.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,951,1159,326,26.4,13.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,829,690,209,0,0,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.2,2077,2557,831,69,25.1,1,2
26.2,69.9,20.1,27.2,28.9,6.6,8159,9549,2541,78.1,39.1,1,2
31.3,-1111.1,-1111.1,22.5,28.5,10.5,3525,4223,1068,26.7,33.4,1,2
34.9,75.7,25.5,36.4,23.9,10.1,5454,8441,2364,43.5,28.4,2,2
32.8,65.4,28.1,22.6,24.6,7.8,6110,6354,1397,46.4,21.5,2,2
26.6,68.4,25.1,26.9,24.6,7.3,19275,14304,3484,53.1,27.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,3799,2342,1333,41.2,9.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7,1572,1185,455,47.3,7.9,2,2
30.9,71.1,30.5,27.3,28.5,11.7,10677,9899,2280,56.8,20.2,1,2
32,72.1,27.8,28.6,21.3,7.7,135915,86276,20361,116.1,61.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,2071,2322,561,53.6,10.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,1504,1841,466,23.1,23.1,1,1
33.7,65,25,36.4,23.8,11.9,16357,25153,5924,141.4,58.9,1,2
28.9,69.1,21.8,24.6,28.4,9.1,13942,13949,2957,62.8,31,2,2
40.5,78,30.6,32.5,36.8,9.4,6457,5167,1285,32.1,25,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,959,824,253,26.1,13,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1882,3182,904,56.9,11.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,2715,1653,724,10.5,10.5,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,573,556,174,0,0,1,1
-1111.1,-1111.1,24.7,33.8,30.7,8.5,5644,5582,1441,52.8,27.7,1,2
34.5,74.1,21.3,27.8,27.6,8.1,12153,15795,3972,255.1,50.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.2,2242,2006,593,41.4,17.7,1,2
26,-1111.1,26.3,36.9,26.5,8.7,4189,4537,940,59.3,32.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.9,3468,3733,987,45.4,24.7,1,2
17.8,67.2,15.2,20.2,17.2,5.6,11660,11884,1369,144.5,45.6,2,2
22.6,71.6,24,27.5,29.1,7.1,8813,8675,1795,41.8,20.9,2,2
29.6,81.3,-1111.1,-1111.1,27.9,10.1,7081,6521,1170,58.5,39,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2343,1581,260,70.6,31.4,2,2
38.4,80.9,35.7,-1111.1,26.2,8.9,14269,10120,2546,56.4,35.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,16,4521,3835,514,44.6,16.2,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1144,969,103,11,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,339,363,33,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.5,9030,3803,829,34.7,11.6,1,1
-1111.1,88.3,-1111.1,-1111.1,12.5,8.1,3865,3789,369,23,15.3,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1665,1017,91,74.3,44.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3106,2628,353,20,10,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.3,9100,6239,1075,28.6,15.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.9,778,935,110,52,26,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,5576,2994,587,33.5,24.3,1,1
27.3,76.4,25.3,20,31,7.9,40668,20751,3534,121.1,53.1,2,2
26.1,77.9,30.6,25.5,19.5,9.1,278220,144155,26490,94.6,61.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1400,2755,244,32.9,32.9,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,109,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2899,3242,409,33.2,22.2,2,2
32.5,79.5,24.8,-1111.1,28.5,5.8,13480,11441,2428,102.6,46.3,2,2
25.2,76.4,32,25.3,22.8,3.8,38780,22281,3364,85.5,25.9,1,2
20.4,77.1,19.1,25.6,16.1,3.5,26643,10548,1437,102.4,39,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1937,1264,138,66.1,22,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,471,351,26,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2386,1184,196,13,0,1,1
22.2,-1111.1,-1111.1,-1111.1,24.3,14.3,6519,5790,1099,64.7,31,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2869,2605,356,23.2,11.6,2,1
28.9,-1111.1,20.7,-1111.1,-1111.1,6.7,5769,5645,549,52.8,28.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.5,5905,3731,594,35.6,16.4,1,1
17,-1111.1,-1111.1,-1111.1,9.7,9.3,4121,2672,363,72.8,19.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.1,2242,2137,304,7.4,14.8,2,2
39.2,80.2,32,23.2,13.9,10.2,104791,33261,4846,61.9,16.7,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2437,1989,377,81.7,24.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,810,963,82,0,15.2,1,1
30.3,85.2,-1111.1,-1111.1,-1111.1,11.2,4938,5162,1087,39.8,36.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2165,963,88,26.2,26.2,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4021,1815,338,10.6,7,2,1
19,-1111.1,19.8,-1111.1,-1111.1,3,9215,5705,1012,45.4,22.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1152,1054,133,91.2,26.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1506,1321,158,26.6,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,991,536,69,0,0,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,645,715,62,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1849,1983,244,34.6,23.1,2,1
17.1,79.7,20.7,20.5,15,3.3,63811,27487,3537,86.4,27.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,630,591,59,0,33.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.5,3464,3448,327,67.5,28.9,2,2
26,84,25.4,-1111.1,23.2,8.4,11396,12430,1432,67.7,36.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3036,2510,276,51.1,21.9,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,547,459,85,0,26.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.4,5708,5001,615,30.9,20.6,2,2
18.3,91.4,21.8,-1111.1,-1111.1,9.8,10293,4671,779,11.9,21.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,420,418,34,0,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,638,437,70,26.1,26.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,828,506,61,0,25.4,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1753,1006,134,29.9,15,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,856,302,42,0,38.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1404,1156,112,64.8,32.4,2,2
27.8,76.2,22.5,25.1,20,6.6,404920,182026,30711,85.4,51.1,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3220,2004,264,35.1,14,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4493,2140,292,32.4,21.6,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,938,846,149,0,36.5,2,1
22.2,80.1,23.3,17.3,17.3,4.6,57081,21368,3911,54.3,22.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3388,2971,394,29.3,14.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,477,499,59,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3152,1196,233,28.9,9.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,857,804,77,25.7,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3073,1734,327,0,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.3,3653,3666,474,43.5,21.7,1,2
28.4,79.4,29.5,-1111.1,23.7,9.3,25485,13575,2362,98.1,27.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,651,1310,113,50.3,0,2,2
24.4,74.8,23.9,21.8,25.5,6.1,17121,11293,1995,51.7,21.7,2,2
24.4,77.4,23.6,19.3,18.7,8.1,185007,68710,10418,58.9,25.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,15.3,6.2,6371,4389,603,52.8,35.2,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3455,2435,443,11.3,22.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.4,4431,4775,799,15.1,9.1,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.6,3002,4673,410,35.5,39.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,843,845,74,48.9,24.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1782,1116,104,83.6,41.8,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,346,340,37,0,0,2,1
19.5,81.1,15.2,22,15,4.1,57540,19167,2971,78.1,28.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1779,1307,148,49,19.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2803,2530,428,26.6,31.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4122,1580,333,36.6,18.3,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4105,1421,215,13.6,13.6,2,1
24.9,79,28.6,28.4,27.4,9.3,41377,28053,4649,133.3,34.6,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,998,680,92,0,20,2,2
-1111.1,-1111.1,18.5,-1111.1,16,5.8,2947,4985,317,121.3,30.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,319,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1181,1003,130,0,28.2,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4474,2934,436,45.9,20.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.2,3283,3832,410,37.2,27.9,2,2
28,71.3,23.7,-1111.1,29.2,7.1,15958,16387,2628,56.5,36.8,2,2
27.9,77,24.1,28.9,25.2,9.3,18617,17194,2827,89.1,62.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3899,2894,424,31.8,19.8,1,2
25,-1111.1,23.6,-1111.1,24,11.1,15357,9729,1430,36.9,16.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6.8,7678,4651,623,33.1,19.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1077,741,83,27,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1513,1451,143,74,61.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1048,806,57,19.1,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,909,887,104,46.6,23.3,2,2
-1111.1,-1111.1,24.5,-1111.1,19.3,9.5,6640,6053,1068,25.5,21.6,1,1
26.5,74.7,22.6,22.2,18.8,5.9,676637,255791,41846,84.8,43,1,2
38.5,-1111.1,31,-1111.1,24,5.4,10366,6744,1329,37.8,22.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,652,-2222,-2222,0,0,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1427,1342,118,18,36.1,2,2
19.7,78.8,26.1,19.4,17.4,7,14944,8441,1177,48.2,23.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,405,429,35,87.7,0,2,2
32.2,75.6,25.4,-1111.1,22.6,9.9,13132,8872,1357,45,18.7,2,2
33.6,78,31.1,18.7,15.7,7.1,192253,50494,7924,52,12.5,1,2
22.3,-1111.1,-1111.1,-1111.1,16.6,8.5,5948,5457,869,36.7,16.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1.1,4464,2695,418,48.3,21.9,1,2
-1111.1,-1111.1,29.4,-1111.1,-1111.1,12,6307,8046,795,43.8,23,2,2
23.5,-1111.1,22.4,-1111.1,22.9,11.1,5718,4547,747,62.9,30,2,2
-1111.1,77.7,-1111.1,-1111.1,-1111.1,6.3,3944,3975,594,38.8,34.5,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.6,6071,4519,757,55.3,40,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1265,307,47,30.3,0,2,1
20.7,-1111.1,-1111.1,-1111.1,-1111.1,8.8,12581,9315,1932,31.5,24.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,15.9,3450,3610,418,40,35.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,298,220,34,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1311,1154,127,33.1,22.1,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.6,2324,1953,280,20.9,41.8,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.1,5659,4874,920,53.4,30.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,492,354,39,43.4,43.4,2,1
35.7,75.3,30.3,35.5,20.5,11.1,41667,32321,5686,75.5,49.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1229,742,98,39.8,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.5,9254,5061,963,39.1,14.7,1,2
27.5,78.1,25.7,28.1,25,9.1,19076,13941,2468,39.6,20.5,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3357,2348,363,20.3,15.2,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2651,2224,316,32.6,26.1,2,1
-1111.1,79.3,16.2,-1111.1,30.1,9.4,11867,11780,2121,34.8,11.2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,9.4,4.2,3546,4011,299,136.3,62.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,120,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,118,191,15,0,0,2,1
27.6,-1111.1,16.4,-1111.1,20.5,4.1,7507,10691,930,109.7,53.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,965,794,79,43.6,21.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,36,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,814,696,55,0,0,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6993,3186,517,45.5,39,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,981,850,72,26.4,26.4,2,2
38.4,-1111.1,28.6,-1111.1,28.6,9.9,8209,7276,1342,56.4,40.3,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3355,2348,265,27.6,27.6,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3008,2562,359,40.7,20.3,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1544,679,128,0,16.6,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9,2805,4474,467,63.4,31.7,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,2427,2002,212,6.1,18.2,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2650,3495,489,12.2,18.4,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,6,12191,7944,1707,31.9,16,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,4243,3257,918,30.8,17.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,564,532,43,0,32.2,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1905,1230,158,17.1,17.1,2,1
-1111.1,-1111.1,10.8,-1111.1,-1111.1,-1111.1,2705,4375,392,98.7,21.9,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11,-2222,-2222,0,0,2,1
26.7,75.6,25.5,32.1,24.7,8.4,46251,26339,4399,118.1,40.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1520,891,116,32.1,32.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1777,1580,180,50.3,25.1,2,2
26,72.9,26.2,29.2,22.2,7.2,38780,26506,4562,73.9,33.4,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,172,-2222,-2222,0,0,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2076,1539,205,30.4,30.4,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2151,1573,304,9.1,9.1,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,970,531,94,45.5,22.8,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,879,831,66,25.8,25.8,2,1
-1111.1,-1111.1,-1111.1,-1111.1,21.5,9.4,7975,4640,659,55.5,26.4,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.2,17347,5320,892,43,2,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.1,7264,4287,731,30.2,20.9,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,622,496,48,0,90.9,2,1
25.2,-1111.1,23.2,19.1,20.5,6.2,21240,12947,1715,62.6,36.3,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10,4520,3959,525,15.8,19.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1044,996,124,19.1,19.1,1,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1517,1300,178,31.9,10.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3116,3773,544,40.7,25.4,2,2
23.1,78.3,24.9,22.3,17.1,7.4,44481,27848,4184,64.3,22,1,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4063,1940,203,29.5,24.6,2,2
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2394,2568,403,30.9,38.7,2,1
-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,279,299,17,0,0,1,1
34.5,81.9,27.8,-1111.1,25.6,9.8,10555,7002,1346,81,28.1,1,2
